Job Title,Company Name,Location,Start Date,CTC (Annual),Experience,Apply By,Skills Required,Perks
Junior Credit Analyst,Loan Sifarish,Mumbai,Starts Immediately,"₹ 2,10,000 - 3,40,000                                

                        ₹ 2,10,000 - 3,40,000 /year",0 year(s),0 year(s) experience,"Financial Analysis, MS-Excel","Financial Analysis, MS-Excel"
Journalist,YOLoud,Ludhiana,Starts Immediately,"₹ 3,00,000 - 3,60,000                                

                        ₹ 3,00,000 - 3,60,000 /year",1 year(s),1 year(s) experience,"Content Writing, Effective Communication, Interviewing, News Writing, Photography, Storytelling, Time Management, Videography","Content Writing, Effective Communication, Interviewing, News Writing, Photography, Storytelling, Time Management, Videography"
Human Resources (HR) Associate,SuperZop,Turbhe,Starts Immediately,"₹ 2,00,000                                

                        ₹ 2,00,000 /year",0 year(s),0 year(s) experience,"Critical thinking, Effective Communication, MS-Excel, Informal dress code","Critical thinking, Effective Communication, MS-Excel"
Corporate Sales Executive,Flybed Home,Mumbai,Starts Immediately,"₹ 3,80,000 - 11,40,000                                

                        ₹ 3,80,000 - 11,40,000 /year",1 year(s),1 year(s) experience,"Client Relationship Management (CRM), English Proficiency (Spoken), English Proficiency (Written), MS-Office, Negotiation","Client Relationship Management (CRM), English Proficiency (Spoken), English Proficiency (Written), MS-Office, Negotiation"
Client Service Specialist,Kotton Kahani,Work from home,Starts Immediately,"₹ 2,00,000 - 2,50,000                                

                        ₹ 2,00,000 - 2,50,000 /year",0 year(s),0 year(s) experience,"Data Analytics, Data entry, Effective Communication, Interpersonal skills, MS-Excel, 5 days a week","Data Analytics, Data entry, Effective Communication, Interpersonal skills, MS-Excel"
Junior Data Entry Manager,Solidstack,Work from home,Starts Immediately,"₹ 4,00,000 - 7,00,000                                

                        ₹ 4,00,000 - 7,00,000 /year",0 year(s),0 year(s) experience,"MS-Excel, 5 days a week",MS-Excel
Electronics Engineer,Respirit Healthcare Private Limited,Guwahati,Starts Immediately,"₹ 3,00,000 - 5,00,000                                

                        ₹ 3,00,000 - 5,00,000 /year",0 year(s),0 year(s) experience,"ARM Microcontroller, Embedded Systems, PCB Design, Python, Raspberry Pi","ARM Microcontroller, Embedded Systems, PCB Design, Python, Raspberry Pi"
Business Development Associate,Urban Company,Chennai,Starts Immediately,"₹ 2,75,000 - 3,00,000                                

                        ₹ 2,75,000 - 3,00,000 /year",0 year(s),0 year(s) experience,"Business Development, Hindi Proficiency (Spoken), MS-Excel, Tamil Proficiency (Spoken), Vendor Management","Business Development, Hindi Proficiency (Spoken), MS-Excel, Tamil Proficiency (Spoken), Vendor Management"
3D Visualizor,Hempal Studio,Jaipur,Starts Immediately,"₹ 2,94,000 - 12,00,000                                

                        ₹ 2,94,000 - 12,00,000 /year",1 year(s),1 year(s) experience,"Animation, Autodesk 3ds Max, V-Ray","Animation, Autodesk 3ds Max, V-Ray"
Corporate Trainer,Edge Matrix Corporation,Madurai                                            (Hybrid),Starts Immediately,"₹ 2,50,000                                

                        ₹ 2,50,000 /year",0 year(s),0 year(s) experience,"Artificial intelligence, Effective Communication, English Proficiency (Spoken), Python","Artificial intelligence, Effective Communication, English Proficiency (Spoken), Python"
Travel Consultant (Sales),Fly Divine Travels,Faridabad,Starts Immediately,"₹ 2,20,000 - 3,50,000                                

                        ₹ 2,20,000 - 3,50,000 /year",0 year(s),0 year(s) experience,"Effective Communication, Operations, Sales, Search Engine Optimization (SEO), Informal dress code","Effective Communication, Operations, Sales, Search Engine Optimization (SEO)"
Technical Lead,"Pixerize.inc (Toronto, United States)",Work from home,Starts Immediately,"₹ 4,00,000 - 6,00,000                                

                        ₹ 4,00,000 - 6,00,000 /year",1 year(s),1 year(s) experience,"APIs, Automation, Client Relationship Management (CRM), Data Analysis, Enterprise Resource Planning(ERP), Web development","APIs, Automation, Client Relationship Management (CRM), Data Analysis, Enterprise Resource Planning(ERP), Web development"
Associate Software Developer,IESoft Technologies Private Limited,Work from home,Starts Immediately,"₹ 3,00,000 - 5,00,000                                

                        ₹ 3,00,000 - 5,00,000 /year",0 year(s),0 year(s) experience,"Bootstrap, CSS, HTML, Java, JavaScript, MongoDB, Node.js, React, Health Insurance","Bootstrap, CSS, HTML, Java, JavaScript, MongoDB, Node.js, React"
Graphic Designer,Still Travelling,Work from home,Starts Immediately,"₹ 2,00,000 - 2,50,000                                

                        ₹ 2,00,000 - 2,50,000 /year",1 year(s),1 year(s) experience,"Adobe Illustrator, Adobe Photoshop, Canva, Mailchimp, UI & UX Design, Video Editing, WordPress, 5 days a week","Adobe Illustrator, Adobe Photoshop, Canva, Mailchimp, UI & UX Design, Video Editing, WordPress"
Software Engineer,VBridge Hub,Bangalore,Starts Immediately,"₹ 6,00,000                                

                        ₹ 6,00,000 /year",1 year(s),1 year(s) experience,"CSS3, HTML 5, Python, React","CSS3, HTML 5, Python, React"
Client Service Executive,Mr n Mrs Pet,Jaipur,Starts Immediately,"₹ 2,00,000 - 3,00,000                                

                        ₹ 2,00,000 - 3,00,000 /year",1 year(s),1 year(s) experience,"Effective Communication, English Proficiency (Spoken), Sales, Informal dress code","Effective Communication, English Proficiency (Spoken), Sales"
UI/UX Designer,Relinns Technologies,Mohali,Starts Immediately,"₹ 6,00,000 - 8,00,000                                

                        ₹ 6,00,000 - 8,00,000 /year",1 year(s),1 year(s) experience,"Adobe Creative Suite, Color Theory, Graphic Design, Sketch, UI & UX Design","Adobe Creative Suite, Color Theory, Graphic Design, Sketch, UI & UX Design"
Junior Search Engine Optimization (SEO) Executive,Maxtra Technologies Private Limited,Noida,Starts Immediately,"₹ 2,00,001 - 2,50,001                                

                        ₹ 2,00,001 - 2,50,001 /year",1 year(s),1 year(s) experience,"Google AdWords, Google Analytics, Search Engine Optimization (SEO), Life Insurance","Google AdWords, Google Analytics, Search Engine Optimization (SEO)"
Junior Sales Executive,Chefs Marché,Jalandhar,Starts Immediately,"₹ 2,80,000 - 5,00,000                                

                        ₹ 2,80,000 - 5,00,000 /year",1 year(s),1 year(s) experience,Social Media Marketing,Social Media Marketing
Associate Accountant,Pritish Dave,Mumbai,Starts Immediately,"₹ 2,00,000 - 3,16,000                                

                        ₹ 2,00,000 - 3,16,000 /year",1 year(s),1 year(s) experience,"Accounting, MS-Office, Tally","Accounting, MS-Office, Tally"
Junior Social Media Marketing Executive,SOCIOTOPS MARKETING PRIVATE LIMITED,Jaipur,Starts Immediately,"₹ 2,00,000 - 2,50,000                                

                        ₹ 2,00,000 - 2,50,000 /year",1 year(s),1 year(s) experience,"Canva, Content Marketing, Design Thinking, Digital Marketing, Facebook Marketing, Instagram Marketing, Poster Design, Search Engine Marketing (SEM), Search Engine Optimization (SEO), Social Media Marketing","Canva, Content Marketing, Design Thinking, Digital Marketing, Facebook Marketing, Instagram Marketing, Poster Design, Search Engine Marketing (SEM), Search Engine Optimization (SEO), Social Media Marketing"
Digital Marketing Associate,MAITREYA VRIDDHIM TRADE ROUTE LLP,Bangalore                                            (Hybrid),Starts Immediately,"₹ 2,10,000 - 3,00,000                                

                        ₹ 2,10,000 - 3,00,000 /year",1 year(s),1 year(s) experience,"Creative Writing, Digital Marketing, Facebook Marketing, Instagram Marketing, Search Engine Marketing (SEM), Search Engine Optimization (SEO), Social Media Marketing, Informal dress code, 5 days a week","Creative Writing, Digital Marketing, Facebook Marketing, Instagram Marketing, Search Engine Marketing (SEM), Search Engine Optimization (SEO), Social Media Marketing"
Business Development Associate,Kreedology,Bangalore,Starts Immediately,"₹ 4,00,000 - 6,00,000                                

                        ₹ 4,00,000 - 6,00,000 /year",0 year(s),0 year(s) experience,"Effective Communication, Sales Support, Informal dress code, Health Insurance","Effective Communication, Sales Support"
Content Writer,LuxaDerme,Mumbai,Starts Immediately,"₹ 2,00,000                                

                        ₹ 2,00,000 /year",0 year(s),0 year(s) experience,"Blogging, Creative Writing, Digital Marketing, Display Ads, English Proficiency (Spoken), English Proficiency (Written), Search Engine Optimization (SEO), Social Media Marketing","Blogging, Creative Writing, Digital Marketing, Display Ads, English Proficiency (Spoken), English Proficiency (Written), Search Engine Optimization (SEO), Social Media Marketing"
Telesales Executive,8848 Digital LLP,Mumbai,Starts Immediately,"₹ 2,50,000 - 3,00,000                                

                        ₹ 2,50,000 - 3,00,000 /year",0 year(s),0 year(s) experience,"English Proficiency (Spoken), Interpersonal skills, Sales Strategy, 5 days a week, Health Insurance","English Proficiency (Spoken), Interpersonal skills, Sales Strategy"
Electronics Engineer,Tapana Entertainment Pvt Ltd,Bangalore,Starts Immediately,"₹ 3,40,000                                

                        ₹ 3,40,000 /year",0 year(s),0 year(s) experience,"Arduino, Circuit Design, Internet of Things (IoT), PCB Design","Arduino, Circuit Design, Internet of Things (IoT), PCB Design"
Content Writer,Webspero Solutions - A Unit Of Rank Mate Private Limited,Mohali,Starts Immediately,"₹ 2,00,000 - 2,50,000                                

                        ₹ 2,00,000 - 2,50,000 /year",0 year(s),0 year(s) experience,"Creative Writing, English Proficiency (Spoken), English Proficiency (Written), 5 days a week, Health Insurance","Creative Writing, English Proficiency (Spoken), English Proficiency (Written)"
Junior Fashion Designer,The Ethnic Co,Bangalore,Starts Immediately,"₹ 2,00,000 - 2,50,000                                

                        ₹ 2,00,000 - 2,50,000 /year",1 year(s),1 year(s) experience,"Fashion Styling, Sales, Informal dress code","Fashion Styling, Sales"
Administration Executive,Viven Embedded,Hyderabad,Starts Immediately,"₹ 2,60,000 - 5,20,000                                

                        ₹ 2,60,000 - 5,20,000 /year",1 year(s),1 year(s) experience,"Counseling, English Proficiency (Spoken), English Proficiency (Written), MS-Excel, MS-Office","Counseling, English Proficiency (Spoken), English Proficiency (Written), MS-Excel, MS-Office"
Human Resources (HR) Executive,Sevalaya,Chennai,Starts Immediately,"₹ 2,30,000 - 3,20,000                                

                        ₹ 2,30,000 - 3,20,000 /year",1 year(s),1 year(s) experience,"English Proficiency (Written), HR Operations, HR Policies, Human Resource Information System (HRIS), Health Insurance","English Proficiency (Written), HR Operations, HR Policies, Human Resource Information System (HRIS)"
Sales Executive - Telecaller,Progressive Infotech,Jaipur,Starts Immediately,"₹ 2,00,000 - 2,10,000                                

                        ₹ 2,00,000 - 2,10,000 /year",1 year(s),1 year(s) experience,"Effective Communication, Sales, Informal dress code","Effective Communication, Sales"
